#index	Chr	DSB_coor	strand	Gene_Name	AA_loc	Assigned_pos	Assigned_Gene_Name	Assigned_AA_loc
28336	chr13	31204974	-	USPL1	78	chr13:31204973:-	USPL1	77
28338	chr12	132626678	-	DDX51	291	chr12:132626677:+	DDX51	291
28339	chr17	44791226	-	NSF	546	chr17:44791226:-	NSF	544
28341	chr12	54736064	-	COPZ1	55	chr12:54736063:-	COPZ1	54
28345	chr21	34944902	-	SON	0	chr21:34944901:-	SON	2309
28348	chr17	38146349	-	PSMD3	294	chr17:38146348:-	PSMD3	292
28350	chr5	175811375	-	NOP16	0	chr5:175811374:-	NOP16	132
28351	chr7	100479409	-	SRRT	128	chr7:100479408:-	SRRT	126
28352	chr11	32610579	-	EIF3M	113	chr11:32610578:-	EIF3M	111
28353	chr6	144167214	+	LTV1	55	chr6:144167214:+	LTV1	54
28357	chr5	61689847	-	DIMT1	199	chr5:61689847:+	DIMT1	199
28360	chr10	70191650	-	DNA2	0	chr10:70191649:-	DNA2	736
28368	chr1	151373037	-	PSMB4	156	chr1:151373037:+	PSMB4	156
28373	chr16	56855469	-	NUP93	207	chr16:56855468:-	NUP93	82
28374	chr9	140100749	-	NDOR1	68	chr9:140100749:-	NDOR1	66
28378	chr9	140150061	+	COBRA1	34	chr9:140150061:+	NELFB	33
28385	chr3	193365918	+	OPA1	0	chr3:193365918:+	OPA1	607
28386	chr2	97020091	+	NCAPH	392	chr2:97020091:+	NCAPH	380
28387	chr6	41899557	-	BYSL	320	chr6:41899557:-	BYSL	319
28392	chr2	27015081	-	CENPA	62	NA	NA	NA
28395	chr9	100417221	+	NCBP1	411	chr9:100417221:+	NCBP1	410
28398	chr11	3793113	-	NUP98	216	chr11:3793113:+	NUP98	216
28401	chr14	102449850	+	DYNC1H1	456	chr14:102449850:+	DYNC1H1	454
28402	chr1	92769555	-	RPAP2	86	chr1:92769554:-	RPAP2	84
28403	chr7	98497385	+	TRRAP	266	chr7:98497385:+	TRRAP	265
28404	chr2	85846371	+	USP39	100	chr2:85846371:+	USP39	99
28410	chr11	61896305	+	INCENP	69	chr11:61896305:+	INCENP	68
28411	chr2	38977309	-	SRSF7	19	chr2:38977308:+	SRSF7	19
28412	chrX	70756203	+	OGT	72	chrX:70756203:+	OGT	60
28420	chr19	40336936	-	FBL	2	chr19:40336936:+	FBL	2
28424	chr2	232325500	-	NCL	230	chr2:232325499:+	NCL	230
28425	chr5	167913530	+	RARS	10	chr5:167913530:+	RARS	9
28426	chr2	9595873	-	CPSF3	531	chr2:9595872:-	CPSF3	529
28430	chr14	23503873	+	PSMB5	0	NA	NA	NA
28444	chr8	67341882	+	RRS1	173	chr8:67341882:+	RRS1	172
28453	chr1	92789744	-	RPAP2	423	chr1:92789744:+	RPAP2	423
28461	chr7	156756601	-	NOM1	639	chr7:156756600:-	NOM1	638
28462	chrX	77373665	-	PGK1	214	chrX:77373664:-	PGK1	212
28465	chr1	12056275	-	MFN2	125	chr1:12056275:+	MFN2	125
28469	chr17	4700859	+	PSMB6	100	chr17:4700859:+	PSMB6	99
28470	chr17	76210437	-	BIRC5	14	chr17:76210437:+	BIRC5	14
28481	chr12	125459996	-	DHX37	316	chr12:125459995:+	DHX37	316
28483	chr16	5125532	+	ALG1	179	chr16:5125532:+	ALG1	177
28489	chr1	38488412	+	UTP11L	204	chr1:38488412:+	UTP11L	203
28502	chr11	65056532	-	POLA2	382	chr11:65056532:-	POLA2	51
28503	chr22	41676736	+	RANGAP1	0	chr22:41676736:+	RANGAP1	1
28508	chr5	140049020	-	WDR55	312	chr5:140049019:-	WDR55	311
28511	chr1	109778672	-	SARS	348	chr1:109778671:+	SARS	348
28517	chr5	96518815	+	RIOK2	0	chr5:96518815:+	CTD-2215E18.1	46
28519	chr17	26688210	-	TMEM199	188	chr17:26688210:+	TMEM199	188
28520	chr9	116045420	+	PRPF4	165	chr9:116045420:+	PRPF4	164
28523	chr18	13056264	-	CEP192	1226	chr18:13056263:-	CEP192	965
28529	chr14	78221334	-	SNW1	48	chr14:78221334:+	SNW1	48
28530	chr16	2024200	-	TBL3	33	chr16:2024199:-	TBL3	32
28540	chr9	134011378	-	NUP214	331	chr9:134011377:-	NUP214	329
28541	chr16	24567179	-	RBBP6	159	chr16:24567178:-	RBBP6	24
28543	chr12	123950502	-	SNRNP35	144	chr12:123950503:+	SNRNP35	144
28546	chr20	55093209	-	C20orf43	270	chr20:55093208:-	RTFDC1	270
28552	chr2	219134701	-	AAMP	36	chr2:219134701:+	AAMP	36
28553	chr12	124092041	-	DDX55	104	chr12:124092040:-	DDX55	102
28555	chr17	7162003	-	ELP5	0	chr17:7162003:-	ELP5	245
28561	chr22	41928659	-	POLR3H	0	NA	NA	NA
28564	chr1	220284220	-	IARS2	474	chr1:220284219:-	IARS2	472
28565	chr9	131587302	-	C9orf114	222	chr9:131587302:+	C9orf114	222
28567	chr20	55052080	+	C20orf43	100	chr20:55052080:+	RTFDC1	99
28569	chr17	1733385	+	RPA1	0	NA	NA	NA
28573	chr16	46723665	-	ORC6	17	chr16:46723664:-	ORC6	15
28574	chr5	157170756	+	LSM11	0	NA	NA	NA
28575	chr6	10709619	+	PAK1IP1	372	chr6:10709619:+	PAK1IP1	371
28583	chr2	27355582	+	PREB	214	NA	NA	NA
28585	chr11	65826396	+	SF3B2	355	chr11:65826396:+	SF3B2	337
28587	chr1	156696764	-	ISG20L2	227	chr1:156696764:+	ISG20L2	227
28588	chr2	73477491	-	CCT7	377	chr2:73477490:-	CCT7	172
28589	chr17	57733271	-	CLTC	285	chr17:57733270:-	CLTC	283
28591	chr21	34932200	+	SON	0	chr21:34932200:+	SON	2224
28593	chr16	790922	-	NARFL	21	chr16:790922:+	NARFL	21
28595	chr3	184082756	-	POLR2H	26	chr3:184082755:-	POLR2H	24
28599	chr10	13629116	+	PRPF18	11	chr10:13629116:+	PRPF18	9
28600	chr11	125495721	-	CHEK1	0	chr11:125495720:-	CHEK1	21
28604	chr19	2247643	+	SF3A2	200	chr19:2247643:+	SF3A2	199
28605	chr3	45755562	-	SACM1L	190	chr3:45755563:+	SACM1L	190
28612	chr12	12967103	+	DDX47	43	chr12:12967103:+	DDX47	42
28615	chr17	48818571	-	LUC7L3	106	chr17:48818572:+	LUC7L3	106
28617	chr1	38484992	+	UTP11L	169	chr1:38484992:+	UTP11L	167
28626	chr1	20987382	+	DDOST	103	chr1:20987382:+	DDOST	86
28627	chr2	10799303	-	NOL10	250	chr2:10799302:+	NOL10	250
28629	chr20	55929833	+	RAE1	53	chr20:55929833:+	RAE1	51
28630	chr4	184601349	-	TRAPPC11	348	chr4:184601348:-	TRAPPC11	347
28631	chr11	125499182	+	CHEK1	116	chr11:125499182:+	CHEK1	115
28633	chr2	242105802	-	PPP1R7	256	chr2:242105801:-	PPP1R7	254
28641	chr2	29159793	+	WDR43	511	chr2:29159793:+	WDR43	61
28644	chr19	52714638	+	PPP2R1A	133	chr19:52714638:+	PPP2R1A	132
28648	chr17	2344807	-	METTL16	258	chr17:2344807:+	METTL16	258
28649	chr5	137906740	-	HSPA9	106	chr5:137906739:+	HSPA9	106
28651	chr6	30314258	-	RPP21	106	chr6:30314257:-	RPP21	120
28653	chr7	129330311	-	NRF1	178	chr7:129330311:-	NRF1	177
28661	chr11	810351	-	RPLP2	40	chr11:810352:+	RPLP2	40
28665	chr5	34922813	-	BRIX1	151	chr5:34922812:-	BRIX1	150
28667	chr2	29117699	+	WDR43	46	chr2:29117699:+	WDR43	44
28668	chr2	29150542	+	WDR43	428	chr2:29150542:+	WDR43	427
28675	chr10	15145805	-	RPP38	165	chr10:15145804:-	RPP38	164
28677	chr16	56852609	-	NUP93	175	chr16:56852608:-	NUP93	174
28680	chr7	99013763	-	BUD31	33	chr7:99013762:-	BUD31	32
28684	chr5	121311076	-	SRFBP1	65	chr5:121311077:+	SRFBP1	65
28691	chr15	72873143	-	ARIH1	430	chr15:72873142:-	ARIH1	429
28701	chr6	30313017	+	RPP21	0	chr6:30313017:+	RPP21	22
28709	chr19	39944007	+	SUPT5H	30	chr19:39944007:+	SUPT5H	28
28712	chr2	136627867	-	MCM6	106	chr2:136627867:+	MCM6	106
28716	chr21	34915396	+	SON	0	NA	NA	NA
28718	chr16	72132668	-	DHX38	248	chr16:72132667:-	DHX38	247
28719	chr1	32691791	-	EIF3I	91	chr1:32691790:-	EIF3I	90
28722	chr12	54734340	-	COPZ1	10	chr12:54734339:-	COPZ1	9
28725	chr16	106359	-	SNRNP25	0	NA	NA	NA
28728	chr17	42286910	-	UBTF	0	chr17:42286909:-	UBTF	534
28732	chr1	212216369	-	DTL	30	chr1:212216368:+	DTL	28
28734	chr2	61749751	-	XPO1	99	chr2:61749750:+	XPO1	99
28735	chr1	70687520	-	SRSF11	68	chr1:70687520:-	SRSF11	66
28739	chr12	69652654	-	CPSF6	327	chr12:69652655:+	CPSF6	327
28748	chrX	47058890	-	UBA1	120	chrX:47058891:+	UBA1	120
28749	chr21	34143904	-	GCFC1	25	chr21:34143903:-	PAXBP1	25
28751	chr10	27456182	+	MASTL	322	chr10:27456182:+	MASTL	320
28752	chr1	20980855	-	DDOST	235	chr1:20980855:+	DDOST	218
28756	chr17	7481234	-	EIF4A1	0	chr17:7481233:-	EIF4A1	214
28757	chr19	8533697	-	HNRNPM	292	chr19:8533696:-	HNRNPM	291
28760	chr10	70231626	+	DNA2	0	chr10:70231626:+	DNA2	84
28764	chr1	84945168	+	RPF1	69	chr1:84945168:+	RPF1	68
28768	chr11	6625585	+	ILK	29	chr11:6625585:+	ILK	27
28769	chr3	52728085	+	GNL3	512	chr3:52728085:+	GNL3	511
28770	chr17	18205945	-	TOP3A	197	chr17:18205945:+	TOP3A	197
28771	chr16	58437163	-	GINS3	156	chr16:58437163:+	GINS3	115
28773	chr4	177249379	-	SPCS3	148	chr4:177249378:-	SPCS3	146
28774	chr4	68380397	+	CENPC1	280	chr4:68380397:+	CENPC	279
28785	chr17	76219687	-	BIRC5	0	chr17:76219686:-	BIRC5	120
28790	chr8	128750584	+	MYC	41	chr8:128750584:+	MYC	25
28793	chr19	10218672	+	PPAN	126	chr19:10218672:+	PPAN	124
28794	chr22	42341237	-	CENPM	101	chr22:42341236:+	CENPM	101
28797	chr1	212209268	-	DTL	13	chr1:212209267:-	DTL	11
28799	chr10	92638846	-	RPP30	100	chr10:92638845:-	RPP30	99
28801	chr15	40498550	-	BUB1B	634	chr15:40498549:-	BUB1B	632
28802	chr10	1053044	-	GTPBP4	364	chr10:1053043:-	GTPBP4	362
28805	chr11	82876836	+	PCF11	300	chr11:82876836:+	PCF11	298
28810	chr19	58904543	-	RPS5	104	chr19:58904542:+	RPS5	102
28811	chr6	30877233	+	GTF2H4	54	chr6:30877233:+	GTF2H4	53
28813	chr7	99686925	-	COPS6	30	chr7:99686924:+	COPS6	30
28815	chr1	43826796	+	CDC20	362	chr1:43826796:+	CDC20	360
28816	chr11	118868985	+	CCDC84	27	chr11:118868985:+	CCDC84	25
28826	chr11	116655096	-	ZNF259	296	chr11:116655095:+	ZNF259	296
28827	chr19	3985374	+	EEF2	0	NA	NA	NA
28832	chr1	92772828	+	RPAP2	162	chr1:92772828:+	RPAP2	160
28841	chr20	55950084	-	RAE1	0	chr20:55950083:-	RAE1	415
28845	chr2	97017716	-	NCAPH	290	chr2:97017715:-	NCAPH	153
28846	chr8	117778851	+	UTP23	4	chr8:117778851:+	UTP23	2
28856	chr19	50000851	-	RPS11	75	chr19:50000850:-	RPS11	73
28857	chr20	39721142	+	TOP1	216	chr20:39721142:+	TOP1	215
28858	chr20	33104526	+	DYNLRB1	0	NA	NA	NA
28861	chr1	26769311	+	DHDDS	91	chr1:26769311:+	DHDDS	90
28865	chr9	33470008	+	NOL6	0	NA	NA	NA
28866	chr6	30877834	-	GTF2H4	123	chr6:30877834:+	GTF2H4	123
28868	chr11	67160127	-	RAD9A	37	chr11:67160126:-	RAD9A	36
28869	chrX	152722075	-	HAUS7	0	chrX:152722074:-	HAUS7	32
28878	chr17	80765524	+	TBCD	377	chr17:80765524:+	TBCD	375
28886	chr4	71554415	-	UTP3	8	chr4:71554414:+	UTP3	7
28887	chr4	68376741	+	CENPC1	0	NA	NA	NA
28889	chr2	128484351	-	WDR33	0	chr2:128484350:-	WDR33	164
28890	chr11	47593028	+	PTPMT1	152	chr11:47593028:+	PTPMT1	151
28891	chr11	57428284	+	CLP1	219	chr11:57428284:+	CLP1	217
28893	chr9	139317641	-	PMPCA	502	chr9:139317640:-	PMPCA	501
28894	chr17	17394734	-	MED9	123	chr17:17394733:-	MED9	121
28895	chr1	70694118	-	SRSF11	73	chr1:70694117:-	SRSF11	72
28899	chr17	38457208	-	CDC6	460	chr17:38457207:-	CDC6	458
28902	chr16	67654695	+	CTCF	395	chr16:67654695:+	CTCF	393
28905	chr6	170866145	-	TBP	10	NA	NA	NA
28906	chr7	103004653	-	PSMC2	219	chr7:103004654:+	PSMC2	219
28907	chr9	4826928	-	RCL1	94	chr9:4826927:-	RCL1	92
28911	chr13	115000568	+	CDC16	4	chr13:115000568:+	CDC16	2
28918	chr11	66394100	-	RBM14	658	chr11:66394099:-	RBM14	656
28920	chr17	38144989	-	PSMD3	202	chr17:38144988:-	PSMD3	201
28922	chr3	142775164	-	U2SURP	988	chr3:142775163:-	U2SURP	578
28923	chr21	34941378	+	SON	2291	chr21:34941378:+	SON	1285
28931	chr1	193094330	-	CDC73	74	chr1:193094329:-	CDC73	73
28936	chr19	39955656	+	SUPT5H	282	chr19:39955656:+	SUPT5H	281
28942	chr11	31805084	-	ELP4	0	chr11:31805083:-	ELP4	476
28943	chr9	116048557	-	PRPF4	267	chr9:116048556:-	PRPF4	266
28944	chr2	10262943	-	RRM2	67	chr2:10262942:-	RRM2	5
28953	chr11	118869277	+	CCDC84	87	chr11:118869277:+	CCDC84	86
28958	chr19	45397316	-	TOMM40	213	chr19:45397315:-	TOMM40	212
28966	chr14	65499409	+	FNTB	230	chr14:65499409:+	FNTB	229
28970	chr1	12294341	+	VPS13D	7	chr1:12294341:+	VPS13D	5
28971	chr2	32958976	-	TTC27	439	chr2:32958976:+	TTC27	439
28975	chr3	45764978	+	SACM1L	289	chr3:45764978:+	SACM1L	288
28976	chr17	17380470	-	MED9	39	chr17:17380469:-	MED9	37
28978	chr1	228333740	+	GUK1	64	chr1:228333740:+	GUK1	42
28984	chr9	116038870	-	PRPF4	25	chr9:116038869:-	PRPF4	24
28985	chr6	31503044	-	DDX39B	0	chr6:31503043:+	DDX39B	231
28986	chr16	3026679	-	PKMYT1	121	chr16:3026678:+	PKMYT1	121
28987	chr20	47695115	-	CSE1L	480	chr20:47695114:-	CSE1L	479
28989	chr6	126661443	+	CENPW	9	chr6:126661443:+	CENPW	8
28992	chr17	4634805	-	MED11	8	chr17:4634804:-	MED11	7
28993	chr3	49140843	-	QARS	0	chr3:49140842:-	QARS	151
29005	chr1	44680462	+	DMAP1	96	chr1:44680462:+	DMAP1	95
29009	chr16	69419811	+	TERF2	0	chr16:69419811:+	TERF2	21
29011	chr15	72862629	-	ARIH1	380	chr15:72862628:-	ARIH1	379
29018	chr14	23398383	-	PRMT5	0	chr14:23398383:+	PRMT5	18
29023	chr20	18448184	-	POLR3F	12	chr20:18448184:+	POLR3F	12
29027	chr1	28660974	-	MED18	41	chr1:28660973:-	MED18	39
29028	chr2	180853309	-	CWC22	30	chr2:180853308:+	CWC22	30
29029	chr11	17098974	+	RPS13	0	chr11:17098976:+	RPS13	24
29030	chr17	44803944	-	NSF	598	chr17:44803943:-	NSF	597
29038	chr2	27357254	+	PREB	12	NA	NA	NA
29040	chr20	55048383	+	C20orf43	33	chr20:55048383:+	RTFDC1	32
29047	chr4	57860994	-	POLR2B	180	chr4:57860995:+	POLR2B	180
29048	chr13	31233092	-	USPL1	960	chr13:31233091:-	USPL1	959
29050	chr11	3756432	-	NUP98	510	chr11:3756432:+	NUP98	510
29052	chr1	28661082	+	MED18	77	chr1:28661082:+	MED18	76
29053	chr1	118481175	-	WDR3	192	chr1:118481176:+	WDR3	192
29054	chr20	47700676	+	CSE1L	533	chr20:47700676:+	CSE1L	315
29058	chr11	61563139	+	FEN1	103	chr11:61563139:+	FEN1	102
29060	chr6	4021683	-	PRPF4B	9	chr6:4021683:+	PRPF4B	8
29065	chr11	82881002	-	PCF11	1209	chr11:82881001:-	PCF11	1207
29067	chr11	32610573	-	EIF3M	111	chr11:32610573:+	EIF3M	110
29068	chr1	84945118	-	RPF1	52	chr1:84945117:-	RPF1	51
29072	chr12	132630198	-	NOC4L	112	chr12:132630198:-	NOC4L	111
29073	chr6	88362954	-	ORC3	502	chr6:88362953:-	ORC3	357
29075	chr2	27015675	+	CENPA	88	NA	NA	NA
29088	chr3	113503120	-	ATP6V1A	88	chr3:113503119:-	ATP6V1A	54
29093	chr12	6626542	-	NCAPD2	400	chr12:6626542:-	NCAPD2	399
29095	chr8	42693309	-	THAP1	146	chr8:42693309:+	THAP1	146
29096	chr16	89627641	+	RPL13	38	chr16:89627641:+	RPL13	37
29098	chr20	60714818	+	PSMA7	0	chr20:60714818:+	PSMA7	123
29101	chr20	55059169	-	C20orf43	134	chr20:55059168:-	RTFDC1	133
29107	chr14	24738291	-	RABGGTA	237	chr14:24738290:+	RABGGTA	237
29108	chr17	45727645	-	KPNB1	12	chr17:45727645:+	KPNB1	12
29110	chr5	157158622	+	THG1L	59	chr5:157158622:+	THG1L	57
29113	chr10	105166490	+	PDCD11	272	chr10:105166490:+	PDCD11	270
29114	chr11	93530758	-	MED17	401	chr11:93530757:-	MED17	399
29117	chr3	10183778	-	VHL	83	chr3:10183777:-	VHL	82
29119	chr3	42632410	+	SS18L2	8	chr3:42632410:+	SS18L2	7
29124	chr8	99142436	+	POP1	240	chr8:99142436:+	POP1	238
29126	chr16	88773002	-	CTU2	22	chr16:88773001:+	CTU2	20
29131	chr6	52144232	-	MCM3	232	chr6:52144232:+	MCM3	232
29138	chr19	36106128	+	HAUS5	109	NA	NA	NA
29144	chr11	118869009	+	CCDC84	35	chr11:118869009:+	CCDC84	33
29145	chr1	1500147	-	SSU72	0	chr1:1500146:-	SSU72	77
29147	chr22	41664106	-	RANGAP1	98	chr22:41664106:+	RANGAP1	98
29149	chr21	26978760	+	MRPL39	94	NA	NA	NA
29150	chr11	118444370	+	ARCN1	0	NA	NA	NA
29154	chr6	170871222	-	TBP	133	NA	NA	NA
29165	chr16	75662610	-	KARS	0	chr16:75662609:-	KARS	518
29170	chr1	144994983	+	PDE4DIP	0	chr1:144994983:+	PDE4DIP	3
29173	chr15	40942540	-	CASC5	2072	chr15:40942539:-	CASC5	2044
29174	chr1	44422313	-	IPO13	349	chr1:44422313:-	IPO13	347
29176	chr12	6965913	-	USP5	210	chr12:6965912:-	USP5	209
29177	chr12	69979299	+	CCT2	0	NA	NA	NA
29181	chr6	30029322	-	ZNRD1	8	chr6:30029321:-	ZNRD1	7
29182	chr4	76911854	-	SDAD1	0	NA	NA	NA
29183	chrX	100356213	-	CENPI	52	chrX:100356212:-	CENPI	51
29184	chr8	27957396	-	ELP3	58	chr8:27957395:-	ELP3	56
29188	chrX	153762677	-	G6PD	203	chrX:153762677:+	G6PD	203
29191	chr1	26774143	-	DHDDS	179	chr1:26774142:-	DHDDS	54
29193	chr9	140108495	-	NDOR1	163	chr9:140108494:-	NDOR1	161
29197	chr20	21284052	-	XRN2	6	chr20:21284051:-	XRN2	5
29200	chr1	145015957	-	PDE4DIP	0	chr1:145015956:-	PDE4DIP	115
29202	chr3	193372724	-	OPA1	0	chr3:193372723:-	OPA1	677
29206	chr11	66384407	+	RBM14	73	chr11:66384407:+	RBM14	72
29211	chr19	4408907	-	CHAF1A	38	chr19:4408906:-	CHAF1A	37
29213	chr1	95492783	-	ALG14	107	chr1:95492783:+	ALG14	107
29220	chr4	1989712	-	WHSC2	200	chr4:1989711:-	NELFA	201
29221	chr7	2402723	+	EIF3B	278	chr7:2402723:+	EIF3B	238
29222	chr16	69165300	-	CIRH1A	0	NA	NA	NA
29223	chr18	2573029	-	NDC80	16	chr18:2573030:+	NDC80	16
29226	chr1	151372192	+	PSMB4	44	chr1:151372192:+	PSMB4	42
29227	chr18	77472988	-	CTDP1	294	chr18:77472987:-	CTDP1	224
29230	chr19	48954407	+	GRWD1	315	chr19:48954407:+	GRWD1	313
29236	chr17	30202250	+	UTP6	0	NA	NA	NA
29237	chr2	97008969	-	NCAPH	175	chr2:97008968:-	NCAPH	37
29239	chr17	72205449	-	RPL38	0	chr17:72205449:-	RPL38	63
29246	chr19	10790523	-	ILF3	260	chr19:10790522:+	ILF3	260
29258	chr19	7985335	+	SNAPC2	29	chr19:7985335:+	SNAPC2	27
29261	chr10	103897670	-	PPRC1	73	chr10:103897670:+	PPRC1	73
29268	chr1	151238087	-	PSMD4	0	NA	NA	NA
29274	chrX	153997519	-	DKC1	284	chrX:153997518:-	DKC1	282
29277	chr9	131271254	-	GLE1	67	chr9:131271253:-	GLE1	65
29278	chr17	44791227	-	NSF	546	chr17:44791228:+	NSF	546
29286	chr1	224517770	+	NVL	0	NA	NA	NA
29290	chr15	36872103	-	C15orf41	15	chr15:36872102:-	C15orf41	13
29291	chr15	90127662	+	TICRR	361	chr15:90127662:+	TICRR	360
29298	chr7	98506516	-	TRRAP	428	chr7:98506515:-	TRRAP	142
29301	chr12	95905750	+	METAP2	349	chr12:95905750:+	METAP2	312
29304	chr14	23792687	-	PABPN1	213	chr14:23792687:+	PABPN1	11
29305	chr19	49510616	+	RUVBL2	152	chr19:49510616:+	RUVBL2	151
29308	chr1	193119470	-	CDC73	289	chr1:193119469:-	CDC73	288
29312	chr1	150305672	-	PRPF3	0	NA	NA	NA
29314	chr9	133578446	-	EXOSC2	227	chr9:133578445:-	EXOSC2	217
29315	chr18	12358809	-	AFG3L2	295	chr18:12358808:+	AFG3L2	295
29318	chr16	789634	-	NARFL	0	NA	NA	NA
29321	chr5	61690397	-	DIMT1	161	chr5:61690396:+	DIMT1	161
29323	chr1	70687514	-	SRSF11	66	chr1:70687515:+	SRSF11	66
29327	chr1	28661088	+	MED18	79	chr1:28661088:+	MED18	77
29328	chr16	5122009	-	ALG1	54	chr16:5122008:-	ALG1	53
29333	chr1	12304352	-	VPS13D	76	chr1:12304351:-	VPS13D	75
29334	chr11	64787899	-	ARL2	117	chr11:64787898:-	ARL2	115
29336	chr19	34919335	+	UBA2	0	NA	NA	NA
29341	chr8	117779025	+	UTP23	62	chr8:117779025:+	UTP23	60
29343	chr19	11039955	-	C19orf52	121	chr19:11039954:-	C19orf52	120
29344	chr12	132212952	-	SFSWAP	354	chr12:132212952:+	SFSWAP	354
29348	chr19	990345	-	WDR18	193	chr19:990344:+	WDR18	193
29351	chr8	144906552	-	PUF60	14	chr8:144906552:+	PUF60	14
29352	chr13	115028384	-	CDC16	470	chr13:115028383:-	CDC16	469
29353	chr9	140158785	+	COBRA1	291	chr9:140158785:+	NELFB	290
29355	chr7	30634559	-	GARS	8	chr7:30634558:-	GARS	7
29356	chr2	32891816	-	TTC27	307	chr2:32891815:+	TTC27	307
29359	chr1	28863360	-	RCC1	378	chr1:28863359:-	RCC1	345
29362	chr14	58698795	+	ACTR10	295	chr14:58698795:+	ACTR10	25
29365	chr10	105172902	-	PDCD11	337	chr10:105172901:-	PDCD11	335
29367	chr4	140222955	-	NAA15	9	chr4:140222955:-	NAA15	8
29371	chr4	54244047	+	FIP1L1	15	chr4:54244047:+	FIP1L1	13
29373	chr21	45533709	-	PWP2	70	chr21:45533708:-	PWP2	68
29374	chr1	104084092	+	RNPC3	297	chr1:104084092:+	RNPC3	295
29381	chr20	34288717	-	ROMO1	0	chr20:34288716:-	ROMO1	51
29382	chr10	124914526	-	BUB3	32	chr10:124914525:-	BUB3	31
29385	chr5	157159930	-	THG1L	83	chr5:157159929:-	THG1L	82
29387	chr17	78965733	-	CHMP6	6	chr17:78965732:-	CHMP6	5
29393	chr3	142741808	-	U2SURP	378	chr3:142741809:+	U2SURP	378
29397	chr1	212251523	+	DTL	349	chr1:212251523:+	DTL	347
29398	chr20	55088446	+	C20orf43	185	chr20:55088446:+	RTFDC1	215
29399	chr2	27356129	-	PREB	134	NA	NA	NA
29400	chr6	17706531	-	NUP153	29	chr6:17706531:+	NUP153	29
29404	chr3	47447856	+	PTPN23	197	chr3:47447856:+	PTPN23	195
29406	chr13	31231888	-	USPL1	559	chr13:31231888:-	USPL1	557
29408	chr17	49337954	+	UTP18	4	chr17:49337954:+	UTP18	2
29410	chr5	157162927	+	THG1L	205	chr5:157162927:+	THG1L	203
29411	chr3	172482234	-	ECT2	381	chr3:172482234:+	ECT2	381
29412	chr2	231937124	+	PSMD1	293	chr2:231937124:+	PSMD1	144
29413	chr17	76210438	-	BIRC5	14	chr17:76210437:+	BIRC5	14
29414	chr19	39957317	+	SUPT5H	324	chr19:39957317:+	SUPT5H	322
29415	chr10	70229871	-	DNA2	0	chr10:70229870:-	DNA2	128
29420	chr19	54647864	-	CNOT3	128	chr19:54647865:+	CNOT3	128
29424	chr17	44827231	-	NSF	668	chr17:44827230:-	NSF	667
29426	chr12	57883753	-	MARS	164	chr12:57883752:-	MARS	163
29427	chr17	80726398	-	TBCD	180	chr17:80726397:-	TBCD	179
29430	chr9	111678483	+	IKBKAP	320	NA	NA	NA
29433	chr19	38865370	-	PSMD8	44	chr19:38865369:-	PSMD8	42
29434	chr5	68463104	+	CCNB1	6	chr5:68463104:+	CCNB1	5
29437	chr8	99139845	+	POP1	56	chr8:99139845:+	POP1	55
29444	chr21	33032128	-	SOD1	16	chr21:33032127:-	SOD1	15
29451	chr17	27004735	-	SUPT6H	301	chr17:27004734:-	SUPT6H	300
29452	chr17	38146037	+	PSMD3	245	chr17:38146037:+	PSMD3	244
29453	chr17	39845317	-	EIF1	10	chr17:39845316:+	EIF1	9
29455	chr1	151373299	-	PSMB4	185	chr1:151373299:+	PSMB4	185
29460	chr6	170852694	-	PSMB1	143	NA	NA	NA
29464	chr4	68357941	-	CENPC1	824	chr4:68357940:-	CENPC	825
29466	chr19	56170589	+	U2AF2	22	chr19:56170589:+	U2AF2	20
29475	chr15	40457320	+	BUB1B	35	chr15:40457320:+	BUB1B	33
29476	chr11	65729404	+	SART1	52	chr11:65729404:+	SART1	51
29487	chr12	69650489	-	CPSF6	130	chr12:69650488:-	CPSF6	128
29490	chr7	44247046	-	YKT6	117	chr7:44247046:-	YKT6	115
29491	chr22	19462606	-	UFD1L	51	chr22:19462606:+	UFD1L	51
29492	chr5	140081602	-	ZMAT2	42	chr5:140081601:-	ZMAT2	40
29493	chr6	31500554	+	DDX39B	0	NA	NA	NA
29497	chr3	42633073	+	SS18L2	43	chr3:42633073:+	SS18L2	42
29498	chr14	75471555	+	EIF2B2	184	chr14:75471555:+	EIF2B2	182
29500	chr22	29140674	-	HSCB	136	chr22:29140674:-	HSCB	135
29502	chr11	62606925	+	WDR74	0	NA	NA	NA
29505	chr3	10183855	-	VHL	109	chr3:10183854:-	VHL	108
29508	chr8	99152341	-	POP1	467	chr8:99152340:-	POP1	465
29509	chr7	99688916	-	COPS6	236	chr7:99688915:-	COPS6	234
29513	chr12	113614729	-	DDX54	223	NA	NA	NA
29514	chr11	67159530	-	RAD9A	6	chr11:67159529:+	RAD9A	5
29524	chr5	68463809	-	CCNB1	33	chr5:68463809:-	CCNB1	32
29525	chr5	5464940	+	KIAA0947	1832	chr5:5464940:+	KIAA0947	1831
29530	chr11	6630637	-	ILK	243	chr11:6630636:-	ILK	241
29537	chr1	27269258	-	NUDC	180	chr1:27269259:+	NUDC	180
29540	chr6	30551639	-	ABCF1	359	chr6:30551639:-	ABCF1	357
29552	chr9	140157630	+	COBRA1	247	chr9:140157630:+	NELFB	247
