#Unname 0	dataset	original symbol	original locus	cutting site	new symbol	new locus
5	chari2015Train293T	ACKR2	chr3:42906163-42906262:-	42906216	CCBP2	chr3:42905994-42907148:+
11033	xu2015TrainHl60	UHRF1	chr19:4910932-4911031:+	4910978	NA	NA
11215	xu2015TrainHl60	PRKDC	chr8:48872582-48872681:+	48872628	NA	NA
11265	xu2015TrainHl60	TMEM258	chr11:61557926-61558025:-	61557979	C11orf10	chr11:61557266-61560029:-
11266	xu2015TrainHl60	TMEM258	chr11:61558018-61558117:-	61558071	C11orf10	chr11:61557266-61560029:-
11279	xu2015TrainHl60	UHRF1	chr19:4910875-4910974:+	4910921	NA	NA
12586	xu2015TrainKbm7	DCAF7	chr17:61628037-61628136:+	61628083	NA	NA
12587	xu2015TrainKbm7	DCAF7	chr17:61628037-61628136:-	61628090	NA	NA
12588	xu2015TrainKbm7	DCAF7	chr17:61628067-61628166:+	61628113	NA	NA
12903	xu2015TrainKbm7	PRKDC	chr8:48872576-48872675:+	48872622	NA	NA
12904	xu2015TrainKbm7	PRKDC	chr8:48872598-48872697:-	48872651	NA	NA
13060	xu2015TrainKbm7	TMEM258	chr11:61557293-61557392:+	61557339	C11orf10	chr11:61557266-61560029:-
13061	xu2015TrainKbm7	TMEM258	chr11:61557339-61557438:-	61557392	C11orf10	chr11:61557266-61560029:-
13062	xu2015TrainKbm7	TMEM258	chr11:61558012-61558111:+	61558058	C11orf10	chr11:61557266-61560029:-
13104	xu2015TrainKbm7	UHRF1	chr19:4910863-4910962:+	4910909	NA	NA
13105	xu2015TrainKbm7	UHRF1	chr19:4910870-4910969:+	4910916	NA	NA
13106	xu2015TrainKbm7	UHRF1	chr19:4910870-4910969:-	4910923	NA	NA
13107	xu2015TrainKbm7	UHRF1	chr19:4910894-4910993:+	4910940	NA	NA
13108	xu2015TrainKbm7	UHRF1	chr19:4910924-4911023:+	4910970	NA	NA
13109	xu2015TrainKbm7	UHRF1	chr19:4910932-4911031:+	4910978	NA	NA
13291	xu2015TrainKbm7	PRKDC	chr8:48872582-48872681:+	48872628	NA	NA
13341	xu2015TrainKbm7	TMEM258	chr11:61557926-61558025:-	61557979	C11orf10	chr11:61557266-61560029:-
13342	xu2015TrainKbm7	TMEM258	chr11:61558018-61558117:-	61558071	C11orf10	chr11:61557266-61560029:-
13355	xu2015TrainKbm7	UHRF1	chr19:4910875-4910974:+	4910921	NA	NA
14711	hart2016-HelaLib1Avg	USO1	chr4:76708201-76708300:-	76708254	NA	NA
15003	hart2016-HelaLib1Avg	RTFDC1	chr20:55043717-55043816:+	55043763	C20orf43	chr20:55043753-55093320:+
15083	hart2016-HelaLib1Avg	VPRBP	chr3:51451408-51451507:+	51451454	NA	NA
15125	hart2016-HelaLib1Avg	VPRBP	chr3:51475788-51475887:+	51475834	NA	NA
15269	hart2016-HelaLib1Avg	PAXBP1	chr21:34127554-34127653:+	34127600	GCFC1	chr21:33050523-34143978:-
15371	hart2016-HelaLib1Avg	USO1	chr4:76649970-76650069:+	76650016	NA	NA
15390	hart2016-HelaLib1Avg	PAXBP1	chr21:34120800-34120899:+	34120846	GCFC1	chr21:33050523-34143978:-
15416	hart2016-HelaLib1Avg	NELFA	chr4:1991515-1991614:+	1991561	WHSC2	chr4:1985045-2010718:-
15478	hart2016-HelaLib1Avg	PAXBP1	chr21:34123447-34123546:+	34123493	GCFC1	chr21:33050523-34143978:-
15632	hart2016-HelaLib1Avg	NELFB	chr9:140150395-140150494:-	140150448	COBRA1	chr9:140149961-140167379:+
15670	hart2016-HelaLib1Avg	NELFB	chr9:140150798-140150897:-	140150851	COBRA1	chr9:140149961-140167379:+
15806	hart2016-HelaLib1Avg	PAXBP1	chr21:34134415-34134514:-	34134468	GCFC1	chr21:33050523-34143978:-
15858	hart2016-HelaLib1Avg	VPRBP	chr3:51457432-51457531:+	51457478	NA	NA
15938	hart2016-HelaLib1Avg	USO1	chr4:76695814-76695913:+	76695860	NA	NA
16054	hart2016-HelaLib1Avg	NELFB	chr9:140150015-140150114:+	140150061	COBRA1	chr9:140149961-140167379:+
16218	hart2016-HelaLib1Avg	RTFDC1	chr20:55093156-55093255:-	55093209	C20orf43	chr20:55043753-55093320:+
16239	hart2016-HelaLib1Avg	RTFDC1	chr20:55052034-55052133:+	55052080	C20orf43	chr20:55043753-55093320:+
16424	hart2016-HelaLib1Avg	PAXBP1	chr21:34143851-34143950:-	34143904	GCFC1	chr21:33050523-34143978:-
16484	hart2016-HelaLib1Avg	USO1	chr4:76714884-76714983:-	76714937	NA	NA
16717	hart2016-HelaLib1Avg	VPRBP	chr3:51497109-51497208:-	51497162	NA	NA
16724	hart2016-HelaLib1Avg	RTFDC1	chr20:55048337-55048436:+	55048383	C20orf43	chr20:55043753-55093320:+
16785	hart2016-HelaLib1Avg	RTFDC1	chr20:55059116-55059215:-	55059169	C20orf43	chr20:55043753-55093320:+
16904	hart2016-HelaLib1Avg	NELFA	chr4:1989659-1989758:-	1989712	WHSC2	chr4:1985045-2010718:-
17036	hart2016-HelaLib1Avg	NELFB	chr9:140158739-140158838:+	140158785	COBRA1	chr9:140149961-140167379:+
17081	hart2016-HelaLib1Avg	RTFDC1	chr20:55088400-55088499:+	55088446	C20orf43	chr20:55043753-55093320:+
17235	hart2016-HelaLib1Avg	NELFB	chr9:140157584-140157683:+	140157630	COBRA1	chr9:140149961-140167379:+
17402	hart2016-HelaLib1Avg	NELFA	chr4:2010500-2010599:+	2010546	WHSC2	chr4:1985045-2010718:-
17437	hart2016-HelaLib1Avg	VPRBP	chr3:51454207-51454306:-	51454260	NA	NA
17608	hart2016-HelaLib1Avg	NELFA	chr4:1987818-1987917:-	1987871	WHSC2	chr4:1985045-2010718:-
17618	hart2016-HelaLib1Avg	NELFA	chr4:1988056-1988155:-	1988109	WHSC2	chr4:1985045-2010718:-
17620	hart2016-HelaLib1Avg	VPRBP	chr3:51456084-51456183:+	51456130	NA	NA
17888	hart2016-HelaLib1Avg	USO1	chr4:76711340-76711439:+	76711386	NA	NA
18044	hart2016-HelaLib1Avg	PAXBP1	chr21:34131463-34131562:-	34131516	GCFC1	chr21:33050523-34143978:-
18100	hart2016-HelaLib1Avg	NELFA	chr4:1993275-1993374:-	1993328	WHSC2	chr4:1985045-2010718:-
18320	hart2016-HelaLib1Avg	NELFB	chr9:140151349-140151448:-	140151402	COBRA1	chr9:140149961-140167379:+
18570	hart2016-HelaLib1Avg	USO1	chr4:76691952-76692051:-	76692005	NA	NA
18828	hart2016-HelaLib2Avg	PAXBP1	chr21:34134485-34134584:-	34134538	GCFC1	chr21:33050523-34143978:-
18872	hart2016-HelaLib2Avg	NELFA	chr4:1989650-1989749:-	1989703	WHSC2	chr4:1985045-2010718:-
19208	hart2016-HelaLib2Avg	NELFA	chr4:1987512-1987611:-	1987565	WHSC2	chr4:1985045-2010718:-
19384	hart2016-HelaLib2Avg	VPRBP	chr3:51475818-51475917:-	51475871	NA	NA
19546	hart2016-HelaLib2Avg	RTFDC1	chr20:55043752-55043851:+	55043798	C20orf43	chr20:55043753-55093320:+
19822	hart2016-HelaLib2Avg	NELFB	chr9:140161365-140161464:-	140161418	COBRA1	chr9:140149961-140167379:+
20018	hart2016-HelaLib2Avg	NELFA	chr4:1987993-1988092:+	1988039	WHSC2	chr4:1985045-2010718:-
20163	hart2016-HelaLib2Avg	USO1	chr4:76711775-76711874:-	76711828	NA	NA
20443	hart2016-HelaLib2Avg	NELFA	chr4:1985734-1985833:+	1985780	WHSC2	chr4:1985045-2010718:-
20500	hart2016-HelaLib2Avg	VPRBP	chr3:51455565-51455664:+	51455611	NA	NA
20534	hart2016-HelaLib2Avg	PAXBP1	chr21:34127550-34127649:+	34127596	GCFC1	chr21:33050523-34143978:-
20569	hart2016-HelaLib2Avg	RTFDC1	chr20:55052129-55052228:+	55052175	C20orf43	chr20:55043753-55093320:+
20575	hart2016-HelaLib2Avg	VPRBP	chr3:51457666-51457765:+	51457712	NA	NA
20636	hart2016-HelaLib2Avg	NELFB	chr9:140151263-140151362:+	140151309	COBRA1	chr9:140149961-140167379:+
20726	hart2016-HelaLib2Avg	RTFDC1	chr20:55043705-55043804:+	55043751	NA	NA
20869	hart2016-HelaLib2Avg	USO1	chr4:76714797-76714896:+	76714843	NA	NA
20953	hart2016-HelaLib2Avg	USO1	chr4:76691946-76692045:+	76691992	NA	NA
21020	hart2016-HelaLib2Avg	PAXBP1	chr21:34123385-34123484:-	34123438	GCFC1	chr21:33050523-34143978:-
21262	hart2016-HelaLib2Avg	NELFA	chr4:1986570-1986669:+	1986616	WHSC2	chr4:1985045-2010718:-
21311	hart2016-HelaLib2Avg	PAXBP1	chr21:34113788-34113887:+	34113834	GCFC1	chr21:33050523-34143978:-
21458	hart2016-HelaLib2Avg	USO1	chr4:76650053-76650152:+	76650099	NA	NA
21495	hart2016-HelaLib2Avg	VPRBP	chr3:51497113-51497212:+	51497159	NA	NA
21566	hart2016-HelaLib2Avg	NELFB	chr9:140160307-140160406:-	140160360	COBRA1	chr9:140149961-140167379:+
21679	hart2016-HelaLib2Avg	VPRBP	chr3:51456275-51456374:+	51456321	NA	NA
21699	hart2016-HelaLib2Avg	NELFB	chr9:140157457-140157556:+	140157503	COBRA1	chr9:140149961-140167379:+
21728	hart2016-HelaLib2Avg	NELFB	chr9:140160806-140160905:+	140160852	COBRA1	chr9:140149961-140167379:+
21731	hart2016-HelaLib2Avg	RTFDC1	chr20:55093192-55093291:-	55093245	C20orf43	chr20:55043753-55093320:+
21752	hart2016-HelaLib2Avg	USO1	chr4:76708288-76708387:-	76708341	NA	NA
21985	hart2016-HelaLib2Avg	VPRBP	chr3:51504914-51505013:+	51504960	NA	NA
22079	hart2016-HelaLib2Avg	USO1	chr4:76716458-76716557:+	76716504	NA	NA
22180	hart2016-HelaLib2Avg	NELFA	chr4:1993340-1993439:+	1993386	WHSC2	chr4:1985045-2010718:-
22508	hart2016-HelaLib2Avg	RTFDC1	chr20:55092160-55092259:-	55092213	C20orf43	chr20:55043753-55093320:+
22579	hart2016-HelaLib2Avg	NELFB	chr9:140158744-140158843:+	140158790	COBRA1	chr9:140149961-140167379:+
22596	hart2016-HelaLib2Avg	RTFDC1	chr20:55088396-55088495:+	55088442	C20orf43	chr20:55043753-55093320:+
22812	hart2016-Hct1162lib1Avg	USO1	chr4:76708201-76708300:-	76708254	NA	NA
23105	hart2016-Hct1162lib1Avg	RTFDC1	chr20:55043717-55043816:+	55043763	C20orf43	chr20:55043753-55093320:+
23185	hart2016-Hct1162lib1Avg	VPRBP	chr3:51451408-51451507:+	51451454	NA	NA
23225	hart2016-Hct1162lib1Avg	VPRBP	chr3:51475788-51475887:+	51475834	NA	NA
23364	hart2016-Hct1162lib1Avg	PAXBP1	chr21:34127554-34127653:+	34127600	GCFC1	chr21:33050523-34143978:-
23468	hart2016-Hct1162lib1Avg	USO1	chr4:76649970-76650069:+	76650016	NA	NA
23486	hart2016-Hct1162lib1Avg	PAXBP1	chr21:34120800-34120899:+	34120846	GCFC1	chr21:33050523-34143978:-
23512	hart2016-Hct1162lib1Avg	NELFA	chr4:1991515-1991614:+	1991561	WHSC2	chr4:1985045-2010718:-
23572	hart2016-Hct1162lib1Avg	PAXBP1	chr21:34123447-34123546:+	34123493	GCFC1	chr21:33050523-34143978:-
23728	hart2016-Hct1162lib1Avg	NELFB	chr9:140150395-140150494:-	140150448	COBRA1	chr9:140149961-140167379:+
23766	hart2016-Hct1162lib1Avg	NELFB	chr9:140150798-140150897:-	140150851	COBRA1	chr9:140149961-140167379:+
23897	hart2016-Hct1162lib1Avg	PAXBP1	chr21:34134415-34134514:-	34134468	GCFC1	chr21:33050523-34143978:-
23949	hart2016-Hct1162lib1Avg	VPRBP	chr3:51457432-51457531:+	51457478	NA	NA
24028	hart2016-Hct1162lib1Avg	USO1	chr4:76695814-76695913:+	76695860	NA	NA
24150	hart2016-Hct1162lib1Avg	NELFB	chr9:140150015-140150114:+	140150061	COBRA1	chr9:140149961-140167379:+
24312	hart2016-Hct1162lib1Avg	RTFDC1	chr20:55093156-55093255:-	55093209	C20orf43	chr20:55043753-55093320:+
24334	hart2016-Hct1162lib1Avg	RTFDC1	chr20:55052034-55052133:+	55052080	C20orf43	chr20:55043753-55093320:+
24569	hart2016-Hct1162lib1Avg	USO1	chr4:76714884-76714983:-	76714937	NA	NA
24798	hart2016-Hct1162lib1Avg	VPRBP	chr3:51497109-51497208:-	51497162	NA	NA
24805	hart2016-Hct1162lib1Avg	RTFDC1	chr20:55048337-55048436:+	55048383	C20orf43	chr20:55043753-55093320:+
24867	hart2016-Hct1162lib1Avg	RTFDC1	chr20:55059116-55059215:-	55059169	C20orf43	chr20:55043753-55093320:+
24990	hart2016-Hct1162lib1Avg	NELFA	chr4:1989659-1989758:-	1989712	WHSC2	chr4:1985045-2010718:-
25125	hart2016-Hct1162lib1Avg	NELFB	chr9:140158739-140158838:+	140158785	COBRA1	chr9:140149961-140167379:+
25172	hart2016-Hct1162lib1Avg	RTFDC1	chr20:55088400-55088499:+	55088446	C20orf43	chr20:55043753-55093320:+
25324	hart2016-Hct1162lib1Avg	NELFB	chr9:140157584-140157683:+	140157630	COBRA1	chr9:140149961-140167379:+
25491	hart2016-Hct1162lib1Avg	NELFA	chr4:2010500-2010599:+	2010546	WHSC2	chr4:1985045-2010718:-
25526	hart2016-Hct1162lib1Avg	VPRBP	chr3:51454207-51454306:-	51454260	NA	NA
25701	hart2016-Hct1162lib1Avg	NELFA	chr4:1987818-1987917:-	1987871	WHSC2	chr4:1985045-2010718:-
25711	hart2016-Hct1162lib1Avg	NELFA	chr4:1988056-1988155:-	1988109	WHSC2	chr4:1985045-2010718:-
25713	hart2016-Hct1162lib1Avg	VPRBP	chr3:51456084-51456183:+	51456130	NA	NA
25982	hart2016-Hct1162lib1Avg	USO1	chr4:76711340-76711439:+	76711386	NA	NA
26140	hart2016-Hct1162lib1Avg	PAXBP1	chr21:34131463-34131562:-	34131516	GCFC1	chr21:33050523-34143978:-
26196	hart2016-Hct1162lib1Avg	NELFA	chr4:1993275-1993374:-	1993328	WHSC2	chr4:1985045-2010718:-
26343	hart2016-Hct1162lib1Avg	PAXBP1	chr21:34143851-34143950:-	34143904	GCFC1	chr21:33050523-34143978:-
26414	hart2016-Hct1162lib1Avg	NELFB	chr9:140151349-140151448:-	140151402	COBRA1	chr9:140149961-140167379:+
26660	hart2016-Hct1162lib1Avg	USO1	chr4:76691952-76692051:-	76692005	NA	NA
27050	hart2016-Rpe1Avg	USO1	chr4:76708201-76708300:-	76708254	NA	NA
27338	hart2016-Rpe1Avg	RTFDC1	chr20:55043717-55043816:+	55043763	C20orf43	chr20:55043753-55093320:+
27414	hart2016-Rpe1Avg	VPRBP	chr3:51451408-51451507:+	51451454	NA	NA
27454	hart2016-Rpe1Avg	VPRBP	chr3:51475788-51475887:+	51475834	NA	NA
27598	hart2016-Rpe1Avg	PAXBP1	chr21:34127554-34127653:+	34127600	GCFC1	chr21:33050523-34143978:-
27700	hart2016-Rpe1Avg	USO1	chr4:76649970-76650069:+	76650016	NA	NA
27718	hart2016-Rpe1Avg	PAXBP1	chr21:34120800-34120899:+	34120846	GCFC1	chr21:33050523-34143978:-
27744	hart2016-Rpe1Avg	NELFA	chr4:1991515-1991614:+	1991561	WHSC2	chr4:1985045-2010718:-
27806	hart2016-Rpe1Avg	PAXBP1	chr21:34123447-34123546:+	34123493	GCFC1	chr21:33050523-34143978:-
27960	hart2016-Rpe1Avg	NELFB	chr9:140150395-140150494:-	140150448	COBRA1	chr9:140149961-140167379:+
27997	hart2016-Rpe1Avg	NELFB	chr9:140150798-140150897:-	140150851	COBRA1	chr9:140149961-140167379:+
28129	hart2016-Rpe1Avg	PAXBP1	chr21:34134415-34134514:-	34134468	GCFC1	chr21:33050523-34143978:-
28182	hart2016-Rpe1Avg	VPRBP	chr3:51457432-51457531:+	51457478	NA	NA
28262	hart2016-Rpe1Avg	USO1	chr4:76695814-76695913:+	76695860	NA	NA
28378	hart2016-Rpe1Avg	NELFB	chr9:140150015-140150114:+	140150061	COBRA1	chr9:140149961-140167379:+
28546	hart2016-Rpe1Avg	RTFDC1	chr20:55093156-55093255:-	55093209	C20orf43	chr20:55043753-55093320:+
28567	hart2016-Rpe1Avg	RTFDC1	chr20:55052034-55052133:+	55052080	C20orf43	chr20:55043753-55093320:+
28749	hart2016-Rpe1Avg	PAXBP1	chr21:34143851-34143950:-	34143904	GCFC1	chr21:33050523-34143978:-
28804	hart2016-Rpe1Avg	USO1	chr4:76714884-76714983:-	76714937	NA	NA
29033	hart2016-Rpe1Avg	VPRBP	chr3:51497109-51497208:-	51497162	NA	NA
29040	hart2016-Rpe1Avg	RTFDC1	chr20:55048337-55048436:+	55048383	C20orf43	chr20:55043753-55093320:+
29101	hart2016-Rpe1Avg	RTFDC1	chr20:55059116-55059215:-	55059169	C20orf43	chr20:55043753-55093320:+
29220	hart2016-Rpe1Avg	NELFA	chr4:1989659-1989758:-	1989712	WHSC2	chr4:1985045-2010718:-
29353	hart2016-Rpe1Avg	NELFB	chr9:140158739-140158838:+	140158785	COBRA1	chr9:140149961-140167379:+
29398	hart2016-Rpe1Avg	RTFDC1	chr20:55088400-55088499:+	55088446	C20orf43	chr20:55043753-55093320:+
29552	hart2016-Rpe1Avg	NELFB	chr9:140157584-140157683:+	140157630	COBRA1	chr9:140149961-140167379:+
29717	hart2016-Rpe1Avg	NELFA	chr4:2010500-2010599:+	2010546	WHSC2	chr4:1985045-2010718:-
29751	hart2016-Rpe1Avg	VPRBP	chr3:51454207-51454306:-	51454260	NA	NA
29921	hart2016-Rpe1Avg	NELFA	chr4:1987818-1987917:-	1987871	WHSC2	chr4:1985045-2010718:-
29930	hart2016-Rpe1Avg	NELFA	chr4:1988056-1988155:-	1988109	WHSC2	chr4:1985045-2010718:-
29932	hart2016-Rpe1Avg	VPRBP	chr3:51456084-51456183:+	51456130	NA	NA
30195	hart2016-Rpe1Avg	USO1	chr4:76711340-76711439:+	76711386	NA	NA
30350	hart2016-Rpe1Avg	PAXBP1	chr21:34131463-34131562:-	34131516	GCFC1	chr21:33050523-34143978:-
30404	hart2016-Rpe1Avg	NELFA	chr4:1993275-1993374:-	1993328	WHSC2	chr4:1985045-2010718:-
30622	hart2016-Rpe1Avg	NELFB	chr9:140151349-140151448:-	140151402	COBRA1	chr9:140149961-140167379:+
30871	hart2016-Rpe1Avg	USO1	chr4:76691952-76692051:-	76692005	NA	NA
