#Index	dataset	original symbol	original locus	cutting site	new symbol	new locus
185404	EKO-NALM6_PMID29038160	RPS3P3	chr3:183867942-183868041:+	183867991	NA	NA
185405	EKO-NALM6_PMID29038160	RPS3P3	chr3:183867974-183868073:+	183868023	NA	NA
185406	EKO-NALM6_PMID29038160	RPS3P3	chr3:183867992-183868091:+	183868041	NA	NA
185407	EKO-NALM6_PMID29038160	RPS3P3	chr3:183868019-183868118:-	183868069	NA	NA
185408	EKO-NALM6_PMID29038160	RPS3P6	chr3:183868032-183868131:+	183868081	NA	NA
185409	EKO-NALM6_PMID29038160	RPS3P3	chr3:183868138-183868237:-	183868188	NA	NA
185410	EKO-NALM6_PMID29038160	RPS3P3	chr3:183868162-183868261:-	183868212	NA	NA
185546	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184119422-184119521:+	184119471	CHRD	chr3:184098106-185581597:+
185547	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184144522-184144621:-	184144572	CHRD	chr3:184098106-185581597:+
185548	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184144575-184144674:-	184144625	CHRD	chr3:184098106-185581597:+
185549	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184144647-184144746:+	184144696	CHRD	chr3:184098106-185581597:+
185550	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184144670-184144769:+	184144719	CHRD	chr3:184098106-185581597:+
185551	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184144672-184144771:-	184144722	CHRD	chr3:184098106-185581597:+
185552	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184144728-184144827:-	184144778	CHRD	chr3:184098106-185581597:+
185553	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184157030-184157129:-	184157080	CHRD	chr3:184098106-185581597:+
185554	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184157076-184157175:-	184157126	CHRD	chr3:184098106-185581597:+
185555	EKO-NALM6_PMID29038160	ENSG00000224153	chr3:184157098-184157197:-	184157148	CHRD	chr3:184098106-185581597:+
185605	EKO-NALM6_PMID29038160	RPL4P4	chr3:185135627-185135726:+	185135676	CHRD	chr3:184098106-185581597:+
185608	EKO-NALM6_PMID29038160	RPL4P4	chr3:185135906-185136005:+	185135955	CHRD	chr3:184098106-185581597:+
185609	EKO-NALM6_PMID29038160	RPL4P4	chr3:185135976-185136075:-	185136026	CHRD	chr3:184098106-185581597:+
185610	EKO-NALM6_PMID29038160	RPL4P4	chr3:185136138-185136237:-	185136188	CHRD	chr3:184098106-185581597:+
185657	EKO-NALM6_PMID29038160	C3orf65	chr3:185431181-185431280:-	185431231	CHRD	chr3:184098106-185581597:+
185658	EKO-NALM6_PMID29038160	C3orf65	chr3:185431215-185431314:+	185431264	CHRD	chr3:184098106-185581597:+
185659	EKO-NALM6_PMID29038160	C3orf65	chr3:185434249-185434348:+	185434298	CHRD	chr3:184098106-185581597:+
185660	EKO-NALM6_PMID29038160	C3orf65	chr3:185434297-185434396:+	185434346	CHRD	chr3:184098106-185581597:+
185661	EKO-NALM6_PMID29038160	C3orf65	chr3:185434309-185434408:-	185434359	CHRD	chr3:184098106-185581597:+
185662	EKO-NALM6_PMID29038160	C3orf65	chr3:185434350-185434449:+	185434399	CHRD	chr3:184098106-185581597:+
185663	EKO-NALM6_PMID29038160	C3orf65	chr3:185434386-185434485:-	185434436	CHRD	chr3:184098106-185581597:+
185664	EKO-NALM6_PMID29038160	C3orf65	chr3:185434437-185434536:+	185434486	CHRD	chr3:184098106-185581597:+
185665	EKO-NALM6_PMID29038160	C3orf65	chr3:185434469-185434568:+	185434518	CHRD	chr3:184098106-185581597:+
185666	EKO-NALM6_PMID29038160	C3orf65	chr3:185434491-185434590:+	185434540	CHRD	chr3:184098106-185581597:+
185676	EKO-NALM6_PMID29038160	LOC344887	chr3:185687591-185687690:+	185687640	NA	NA
185677	EKO-NALM6_PMID29038160	LOC344887	chr3:185689529-185689628:+	185689578	NA	NA
185678	EKO-NALM6_PMID29038160	LOC344887	chr3:185689530-185689629:-	185689580	NA	NA
185679	EKO-NALM6_PMID29038160	LOC344887	chr3:185689561-185689660:+	185689610	NA	NA
185680	EKO-NALM6_PMID29038160	LOC344887	chr3:185689581-185689680:+	185689630	NA	NA
185681	EKO-NALM6_PMID29038160	LOC344887	chr3:185689583-185689682:-	185689633	NA	NA
185682	EKO-NALM6_PMID29038160	LOC344887	chr3:185692926-185693025:+	185692975	NA	NA
185683	EKO-NALM6_PMID29038160	LOC344887	chr3:185692931-185693030:-	185692981	NA	NA
185684	EKO-NALM6_PMID29038160	LOC344887	chr3:185693013-185693112:-	185693063	NA	NA
185685	EKO-NALM6_PMID29038160	LOC344887	chr3:185693091-185693190:+	185693140	NA	NA
185706	EKO-NALM6_PMID29038160	LOC253573	chr3:186173741-186173840:-	186173791	NA	NA
185707	EKO-NALM6_PMID29038160	LOC253573	chr3:186173768-186173867:-	186173818	NA	NA
185708	EKO-NALM6_PMID29038160	LOC253573	chr3:186174172-186174271:+	186174221	NA	NA
185709	EKO-NALM6_PMID29038160	LOC253573	chr3:186174185-186174284:+	186174234	NA	NA
185710	EKO-NALM6_PMID29038160	LOC253573	chr3:186174211-186174310:-	186174261	NA	NA
185711	EKO-NALM6_PMID29038160	LOC253573	chr3:186174224-186174323:-	186174274	NA	NA
185712	EKO-NALM6_PMID29038160	LOC253573	chr3:186174239-186174338:-	186174289	NA	NA
185713	EKO-NALM6_PMID29038160	LOC253573	chr3:186174249-186174348:-	186174299	NA	NA
185714	EKO-NALM6_PMID29038160	LOC253573	chr3:186174269-186174368:-	186174319	NA	NA
185715	EKO-NALM6_PMID29038160	LOC253573	chr3:186175122-186175221:+	186175171	NA	NA
185815	EKO-NALM6_PMID29038160	RPS20P14	chr3:186617944-186618043:+	186617993	NA	NA
185816	EKO-NALM6_PMID29038160	RPS20P14	chr3:186617965-186618064:+	186618014	NA	NA
185817	EKO-NALM6_PMID29038160	RPS20P14	chr3:186618010-186618109:-	186618060	NA	NA
185818	EKO-NALM6_PMID29038160	RPS20P14	chr3:186618037-186618136:+	186618086	NA	NA
185819	EKO-NALM6_PMID29038160	RPS20P14	chr3:186618056-186618155:+	186618105	NA	NA
185820	EKO-NALM6_PMID29038160	RPS20P14	chr3:186618111-186618210:-	186618161	NA	NA
185821	EKO-NALM6_PMID29038160	RPS20P14	chr3:186618268-186618367:+	186618317	NA	NA
185905	EKO-NALM6_PMID29038160	LOC339929	chr3:187871058-187871157:+	187871107	NA	NA
185906	EKO-NALM6_PMID29038160	LOC339929	chr3:187871092-187871191:-	187871142	NA	NA
185907	EKO-NALM6_PMID29038160	LOC339929	chr3:187871131-187871230:+	187871180	NA	NA
185908	EKO-NALM6_PMID29038160	LOC339929	chr3:187871133-187871232:-	187871183	NA	NA
185909	EKO-NALM6_PMID29038160	LOC339929	chr3:187871225-187871324:+	187871274	NA	NA
185910	EKO-NALM6_PMID29038160	LOC339929	chr3:187871256-187871355:-	187871306	NA	NA
185911	EKO-NALM6_PMID29038160	LOC339929	chr3:187871278-187871377:-	187871328	NA	NA
185912	EKO-NALM6_PMID29038160	LOC339929	chr3:187871297-187871396:-	187871347	NA	NA
185913	EKO-NALM6_PMID29038160	LOC339929	chr3:187871326-187871425:-	187871376	NA	NA
185914	EKO-NALM6_PMID29038160	LOC339929	chr3:187871354-187871453:-	187871404	NA	NA
186025	EKO-NALM6_PMID29038160	UTS2B	chr3:190992996-190993095:-	190993046	UTS2D	chr3:190986204-190999977:-
186026	EKO-NALM6_PMID29038160	UTS2B	chr3:190993026-190993125:-	190993076	UTS2D	chr3:190986204-190999977:-
186027	EKO-NALM6_PMID29038160	UTS2B	chr3:190993030-190993129:+	190993079	UTS2D	chr3:190986204-190999977:-
186028	EKO-NALM6_PMID29038160	UTS2B	chr3:190993054-190993153:-	190993104	UTS2D	chr3:190986204-190999977:-
186029	EKO-NALM6_PMID29038160	UTS2B	chr3:190993060-190993159:-	190993110	UTS2D	chr3:190986204-190999977:-
186030	EKO-NALM6_PMID29038160	UTS2B	chr3:190994551-190994650:-	190994601	UTS2D	chr3:190986204-190999977:-
186031	EKO-NALM6_PMID29038160	UTS2B	chr3:190994577-190994676:+	190994626	UTS2D	chr3:190986204-190999977:-
186032	EKO-NALM6_PMID29038160	UTS2B	chr3:190995862-190995961:-	190995912	UTS2D	chr3:190986204-190999977:-
186033	EKO-NALM6_PMID29038160	UTS2B	chr3:190999831-190999930:-	190999881	UTS2D	chr3:190986204-190999977:-
186034	EKO-NALM6_PMID29038160	UTS2B	chr3:190999836-190999935:+	190999885	UTS2D	chr3:190986204-190999977:-
186084	EKO-NALM6_PMID29038160	MGC2889	chr3:192961118-192961217:+	192961167	NA	NA
186085	EKO-NALM6_PMID29038160	MGC2889	chr3:192961119-192961218:+	192961168	NA	NA
186086	EKO-NALM6_PMID29038160	MGC2889	chr3:192961125-192961224:-	192961175	NA	NA
186087	EKO-NALM6_PMID29038160	MGC2889	chr3:192961148-192961247:+	192961197	NA	NA
186088	EKO-NALM6_PMID29038160	MGC2889	chr3:192961150-192961249:-	192961200	NA	NA
186089	EKO-NALM6_PMID29038160	MGC2889	chr3:192961163-192961262:+	192961212	NA	NA
186090	EKO-NALM6_PMID29038160	MGC2889	chr3:192961168-192961267:+	192961217	NA	NA
186091	EKO-NALM6_PMID29038160	MGC2889	chr3:192961174-192961273:+	192961223	NA	NA
186092	EKO-NALM6_PMID29038160	MGC2889	chr3:192961175-192961274:+	192961224	NA	NA
186093	EKO-NALM6_PMID29038160	MGC2889	chr3:192961189-192961288:+	192961238	NA	NA
186125	EKO-NALM6_PMID29038160	LOC100128023	chr3:193711118-193711217:+	193711167	OPA1	chr3:193311166-194892609:+
186129	EKO-NALM6_PMID29038160	LOC100128023	chr3:193711219-193711318:-	193711269	OPA1	chr3:193311166-194892609:+
186130	EKO-NALM6_PMID29038160	LOC100128023	chr3:193711252-193711351:-	193711302	OPA1	chr3:193311166-194892609:+
186131	EKO-NALM6_PMID29038160	LOC100128023	chr3:193711297-193711396:-	193711347	OPA1	chr3:193311166-194892609:+
186132	EKO-NALM6_PMID29038160	LOC100128023	chr3:193711321-193711420:-	193711371	OPA1	chr3:193311166-194892609:+
186133	EKO-NALM6_PMID29038160	LOC100128023	chr3:193711365-193711464:-	193711415	OPA1	chr3:193311166-194892609:+
186134	EKO-NALM6_PMID29038160	LOC100128023	chr3:193711399-193711498:-	193711449	OPA1	chr3:193311166-194892609:+
186145	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023503-194023602:+	194023552	OPA1	chr3:193311166-194892609:+
186146	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023524-194023623:+	194023573	OPA1	chr3:193311166-194892609:+
186147	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023543-194023642:+	194023592	OPA1	chr3:193311166-194892609:+
186148	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023570-194023669:+	194023619	OPA1	chr3:193311166-194892609:+
186149	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023586-194023685:+	194023635	OPA1	chr3:193311166-194892609:+
186150	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023593-194023692:-	194023643	OPA1	chr3:193311166-194892609:+
186151	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023630-194023729:-	194023680	OPA1	chr3:193311166-194892609:+
186152	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023680-194023779:-	194023730	OPA1	chr3:193311166-194892609:+
186153	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023702-194023801:-	194023752	OPA1	chr3:193311166-194892609:+
186154	EKO-NALM6_PMID29038160	LOC100131551	chr3:194023729-194023828:-	194023779	OPA1	chr3:193311166-194892609:+
186195	EKO-NALM6_PMID29038160	FLJ34208	chr3:194207826-194207925:+	194207875	OPA1	chr3:193311166-194892609:+
186196	EKO-NALM6_PMID29038160	FLJ34208	chr3:194207843-194207942:+	194207892	OPA1	chr3:193311166-194892609:+
186197	EKO-NALM6_PMID29038160	FLJ34208	chr3:194208188-194208287:+	194208237	OPA1	chr3:193311166-194892609:+
186198	EKO-NALM6_PMID29038160	FLJ34208	chr3:194208224-194208323:+	194208273	OPA1	chr3:193311166-194892609:+
186199	EKO-NALM6_PMID29038160	FLJ34208	chr3:194208276-194208375:+	194208325	OPA1	chr3:193311166-194892609:+
186200	EKO-NALM6_PMID29038160	FLJ34208	chr3:194208297-194208396:+	194208346	OPA1	chr3:193311166-194892609:+
186201	EKO-NALM6_PMID29038160	FLJ34208	chr3:194208327-194208426:-	194208377	OPA1	chr3:193311166-194892609:+
186202	EKO-NALM6_PMID29038160	FLJ34208	chr3:194208357-194208456:-	194208407	OPA1	chr3:193311166-194892609:+
186203	EKO-NALM6_PMID29038160	FLJ34208	chr3:194208409-194208508:+	194208458	OPA1	chr3:193311166-194892609:+
186204	EKO-NALM6_PMID29038160	FLJ34208	chr3:194208482-194208581:-	194208532	OPA1	chr3:193311166-194892609:+
186235	EKO-NALM6_PMID29038160	LOC285303	chr3:194461854-194461953:+	194461903	OPA1	chr3:193311166-194892609:+
186236	EKO-NALM6_PMID29038160	LOC285303	chr3:194461873-194461972:+	194461922	OPA1	chr3:193311166-194892609:+
186237	EKO-NALM6_PMID29038160	LOC285303	chr3:194476376-194476475:+	194476425	OPA1	chr3:193311166-194892609:+
186238	EKO-NALM6_PMID29038160	LOC285303	chr3:194476392-194476491:+	194476441	OPA1	chr3:193311166-194892609:+
186239	EKO-NALM6_PMID29038160	LOC285303	chr3:194476410-194476509:+	194476459	OPA1	chr3:193311166-194892609:+
186240	EKO-NALM6_PMID29038160	LOC285303	chr3:194476467-194476566:+	194476516	OPA1	chr3:193311166-194892609:+
186241	EKO-NALM6_PMID29038160	LOC285303	chr3:194476542-194476641:+	194476591	OPA1	chr3:193311166-194892609:+
186242	EKO-NALM6_PMID29038160	LOC285303	chr3:194476646-194476745:+	194476695	OPA1	chr3:193311166-194892609:+
186243	EKO-NALM6_PMID29038160	LOC285303	chr3:194476662-194476761:+	194476711	OPA1	chr3:193311166-194892609:+
186244	EKO-NALM6_PMID29038160	LOC285303	chr3:194476713-194476812:+	194476762	OPA1	chr3:193311166-194892609:+
186284	EKO-NALM6_PMID29038160	LOC100288553	chr3:195370976-195371075:-	195371026	NA	NA
186285	EKO-NALM6_PMID29038160	LOC100288553	chr3:195372792-195372891:+	195372841	NA	NA
186286	EKO-NALM6_PMID29038160	LOC100288553	chr3:195372794-195372893:-	195372844	NA	NA
186287	EKO-NALM6_PMID29038160	LOC100288553	chr3:195372839-195372938:+	195372888	NA	NA
186288	EKO-NALM6_PMID29038160	LOC100288553	chr3:195372933-195373032:+	195372982	NA	NA
186289	EKO-NALM6_PMID29038160	LOC100288553	chr3:195372937-195373036:-	195372987	NA	NA
186290	EKO-NALM6_PMID29038160	LOC100288553	chr3:195375838-195375937:+	195375887	NA	NA
186291	EKO-NALM6_PMID29038160	LOC100288553	chr3:195375841-195375940:-	195375891	NA	NA
186292	EKO-NALM6_PMID29038160	LOC100288553	chr3:195375919-195376018:-	195375969	NA	NA
186293	EKO-NALM6_PMID29038160	LOC100288553	chr3:195375935-195376034:-	195375985	NA	NA
186294	EKO-NALM6_PMID29038160	MUC20	chr3:195456476-195456575:+	195456525	NA	NA
186295	EKO-NALM6_PMID29038160	MUC20	chr3:195456497-195456596:-	195456547	NA	NA
186316	EKO-NALM6_PMID29038160	SDHAP1	chr3:195687148-195687247:+	195687197	NA	NA
186317	EKO-NALM6_PMID29038160	SDHAP1	chr3:195692260-195692359:-	195692310	NA	NA
186318	EKO-NALM6_PMID29038160	SDHAP1	chr3:195701273-195701372:-	195701323	NA	NA
186319	EKO-NALM6_PMID29038160	SDHAP1	chr3:195710939-195711038:-	195710989	NA	NA
186320	EKO-NALM6_PMID29038160	SDHAP1	chr3:195710992-195711091:+	195711041	NA	NA
186321	EKO-NALM6_PMID29038160	SDHAP1	chr3:195710997-195711096:-	195711047	NA	NA
186322	EKO-NALM6_PMID29038160	SDHAP1	chr3:195711414-195711513:-	195711464	NA	NA
186323	EKO-NALM6_PMID29038160	SDHAP1	chr3:195711662-195711761:+	195711711	NA	NA
186324	EKO-NALM6_PMID29038160	SDHAP1	chr3:195717037-195717136:-	195717087	NA	NA
186334	EKO-NALM6_PMID29038160	LOC401109	chr3:195869689-195869788:+	195869738	NA	NA
186335	EKO-NALM6_PMID29038160	LOC401109	chr3:195869741-195869840:+	195869790	NA	NA
186336	EKO-NALM6_PMID29038160	LOC401109	chr3:195869773-195869872:-	195869823	NA	NA
186337	EKO-NALM6_PMID29038160	LOC401109	chr3:195870731-195870830:+	195870780	NA	NA
186338	EKO-NALM6_PMID29038160	LOC401109	chr3:195870754-195870853:-	195870804	NA	NA
186339	EKO-NALM6_PMID29038160	LOC401109	chr3:195870801-195870900:-	195870851	NA	NA
186340	EKO-NALM6_PMID29038160	LOC401109	chr3:195870832-195870931:+	195870881	NA	NA
186341	EKO-NALM6_PMID29038160	LOC401109	chr3:195870839-195870938:-	195870889	NA	NA
186342	EKO-NALM6_PMID29038160	LOC401109	chr3:195870871-195870970:-	195870921	NA	NA
186343	EKO-NALM6_PMID29038160	LOC401109	chr3:195870889-195870988:-	195870939	NA	NA
186444	EKO-NALM6_PMID29038160	NRROS	chr3:196381379-196381478:-	196381429	ZDHHC19	chr3:195925165-197426495:-
186445	EKO-NALM6_PMID29038160	NRROS	chr3:196381407-196381506:+	196381456	ZDHHC19	chr3:195925165-197426495:-
186446	EKO-NALM6_PMID29038160	NRROS	chr3:196381426-196381525:+	196381475	ZDHHC19	chr3:195925165-197426495:-
186447	EKO-NALM6_PMID29038160	NRROS	chr3:196381450-196381549:+	196381499	ZDHHC19	chr3:195925165-197426495:-
186448	EKO-NALM6_PMID29038160	NRROS	chr3:196381452-196381551:-	196381502	ZDHHC19	chr3:195925165-197426495:-
186449	EKO-NALM6_PMID29038160	NRROS	chr3:196386593-196386692:+	196386642	ZDHHC19	chr3:195925165-197426495:-
186450	EKO-NALM6_PMID29038160	NRROS	chr3:196387121-196387220:-	196387171	ZDHHC19	chr3:195925165-197426495:-
186451	EKO-NALM6_PMID29038160	NRROS	chr3:196387250-196387349:-	196387300	ZDHHC19	chr3:195925165-197426495:-
186452	EKO-NALM6_PMID29038160	NRROS	chr3:196387528-196387627:-	196387578	ZDHHC19	chr3:195925165-197426495:-
186453	EKO-NALM6_PMID29038160	NRROS	chr3:196388536-196388635:-	196388586	ZDHHC19	chr3:195925165-197426495:-
186504	EKO-NALM6_PMID29038160	LOC152217	chr3:196669400-196669499:+	196669449	ZDHHC19	chr3:195925165-197426495:-
186505	EKO-NALM6_PMID29038160	LOC152217	chr3:196669432-196669531:+	196669481	ZDHHC19	chr3:195925165-197426495:-
186506	EKO-NALM6_PMID29038160	LOC152217	chr3:196669458-196669557:+	196669507	ZDHHC19	chr3:195925165-197426495:-
186507	EKO-NALM6_PMID29038160	LOC152217	chr3:196669503-196669602:+	196669552	ZDHHC19	chr3:195925165-197426495:-
186508	EKO-NALM6_PMID29038160	LOC152217	chr3:196669544-196669643:+	196669593	ZDHHC19	chr3:195925165-197426495:-
186509	EKO-NALM6_PMID29038160	LOC152217	chr3:196669584-196669683:+	196669633	ZDHHC19	chr3:195925165-197426495:-
186510	EKO-NALM6_PMID29038160	LOC152217	chr3:196669644-196669743:-	196669694	ZDHHC19	chr3:195925165-197426495:-
186511	EKO-NALM6_PMID29038160	LOC152217	chr3:196669771-196669870:+	196669820	ZDHHC19	chr3:195925165-197426495:-
186512	EKO-NALM6_PMID29038160	LOC152217	chr3:196669811-196669910:+	196669860	ZDHHC19	chr3:195925165-197426495:-
186513	EKO-NALM6_PMID29038160	LOC152217	chr3:196669901-196670000:+	196669950	ZDHHC19	chr3:195925165-197426495:-
186524	EKO-NALM6_PMID29038160	LOC440995	chr3:196728863-196728962:+	196728912	ZDHHC19	chr3:195925165-197426495:-
186525	EKO-NALM6_PMID29038160	LOC440995	chr3:196728891-196728990:+	196728940	ZDHHC19	chr3:195925165-197426495:-
186526	EKO-NALM6_PMID29038160	LOC440995	chr3:196728892-196728991:-	196728942	ZDHHC19	chr3:195925165-197426495:-
186527	EKO-NALM6_PMID29038160	LOC440995	chr3:196728938-196729037:+	196728987	ZDHHC19	chr3:195925165-197426495:-
186528	EKO-NALM6_PMID29038160	LOC440995	chr3:196728964-196729063:-	196729014	ZDHHC19	chr3:195925165-197426495:-
186529	EKO-NALM6_PMID29038160	LOC440995	chr3:196729020-196729119:-	196729070	ZDHHC19	chr3:195925165-197426495:-
186530	EKO-NALM6_PMID29038160	LOC440995	chr3:196729056-196729155:-	196729106	ZDHHC19	chr3:195925165-197426495:-
186531	EKO-NALM6_PMID29038160	LOC440995	chr3:196729221-196729320:+	196729270	ZDHHC19	chr3:195925165-197426495:-
186532	EKO-NALM6_PMID29038160	LOC440995	chr3:196729249-196729348:+	196729298	ZDHHC19	chr3:195925165-197426495:-
186533	EKO-NALM6_PMID29038160	LOC440995	chr3:196729270-196729369:+	196729319	ZDHHC19	chr3:195925165-197426495:-
186554	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232599-197232698:-	197232649	ZDHHC19	chr3:195925165-197426495:-
186555	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232617-197232716:-	197232667	ZDHHC19	chr3:195925165-197426495:-
186556	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232754-197232853:+	197232803	ZDHHC19	chr3:195925165-197426495:-
186557	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232773-197232872:-	197232823	ZDHHC19	chr3:195925165-197426495:-
186558	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232790-197232889:-	197232840	ZDHHC19	chr3:195925165-197426495:-
186559	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232808-197232907:-	197232858	ZDHHC19	chr3:195925165-197426495:-
186560	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232844-197232943:+	197232893	ZDHHC19	chr3:195925165-197426495:-
186561	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232849-197232948:-	197232899	ZDHHC19	chr3:195925165-197426495:-
186562	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232870-197232969:-	197232920	ZDHHC19	chr3:195925165-197426495:-
186563	EKO-NALM6_PMID29038160	LOC100129516	chr3:197232918-197233017:-	197232968	ZDHHC19	chr3:195925165-197426495:-
186574	EKO-NALM6_PMID29038160	LOC220729	chr3:197327095-197327194:-	197327145	ZDHHC19	chr3:195925165-197426495:-
186575	EKO-NALM6_PMID29038160	LOC220729	chr3:197327124-197327223:+	197327173	ZDHHC19	chr3:195925165-197426495:-
186576	EKO-NALM6_PMID29038160	LOC220729	chr3:197327139-197327238:+	197327188	ZDHHC19	chr3:195925165-197426495:-
186577	EKO-NALM6_PMID29038160	LOC220729	chr3:197327167-197327266:-	197327217	ZDHHC19	chr3:195925165-197426495:-
186578	EKO-NALM6_PMID29038160	LOC220729	chr3:197327358-197327457:-	197327408	ZDHHC19	chr3:195925165-197426495:-
186579	EKO-NALM6_PMID29038160	LOC220729	chr3:197327378-197327477:-	197327428	ZDHHC19	chr3:195925165-197426495:-
186580	EKO-NALM6_PMID29038160	LOC220729	chr3:197346598-197346697:+	197346647	ZDHHC19	chr3:195925165-197426495:-
186581	EKO-NALM6_PMID29038160	LOC220729	chr3:197346639-197346738:-	197346689	ZDHHC19	chr3:195925165-197426495:-
186582	EKO-NALM6_PMID29038160	LOC220729	chr3:197348531-197348630:-	197348581	ZDHHC19	chr3:195925165-197426495:-
186583	EKO-NALM6_PMID29038160	LOC220729	chr3:197348981-197349080:-	197349031	ZDHHC19	chr3:195925165-197426495:-
186584	EKO-NALM6_PMID29038160	LOC728210	chr3:197363670-197363769:-	197363720	ZDHHC19	chr3:195925165-197426495:-
186585	EKO-NALM6_PMID29038160	LOC728210	chr3:197363719-197363818:-	197363769	ZDHHC19	chr3:195925165-197426495:-
186586	EKO-NALM6_PMID29038160	LOC728210	chr3:197363766-197363865:-	197363816	ZDHHC19	chr3:195925165-197426495:-
186587	EKO-NALM6_PMID29038160	LOC728210	chr3:197363805-197363904:+	197363854	ZDHHC19	chr3:195925165-197426495:-
186588	EKO-NALM6_PMID29038160	LOC728210	chr3:197363808-197363907:-	197363858	ZDHHC19	chr3:195925165-197426495:-
186589	EKO-NALM6_PMID29038160	LOC728210	chr3:197363857-197363956:-	197363907	ZDHHC19	chr3:195925165-197426495:-
186590	EKO-NALM6_PMID29038160	LOC728210	chr3:197363901-197364000:+	197363950	ZDHHC19	chr3:195925165-197426495:-
186591	EKO-NALM6_PMID29038160	LOC728210	chr3:197363915-197364014:-	197363965	ZDHHC19	chr3:195925165-197426495:-
186592	EKO-NALM6_PMID29038160	LOC728210	chr3:197363947-197364046:+	197363996	ZDHHC19	chr3:195925165-197426495:-
186593	EKO-NALM6_PMID29038160	LOC728210	chr3:197363962-197364061:-	197364012	ZDHHC19	chr3:195925165-197426495:-
186622	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577339-197577438:+	197577388	LRCH3	chr3:197518149-197598341:+
186623	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577398-197577497:-	197577448	LRCH3	chr3:197518149-197598341:+
186624	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577445-197577544:-	197577495	LRCH3	chr3:197518149-197598341:+
186625	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577465-197577564:-	197577515	LRCH3	chr3:197518149-197598341:+
186626	EKO-NALM6_PMID29038160	RPL17P6	chr3:197577554-197577653:-	197577604	LRCH3	chr3:197518149-197598341:+
186627	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577579-197577678:-	197577629	LRCH3	chr3:197518149-197598341:+
186628	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577667-197577766:+	197577716	LRCH3	chr3:197518149-197598341:+
186629	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577669-197577768:-	197577719	LRCH3	chr3:197518149-197598341:+
186630	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577690-197577789:-	197577740	LRCH3	chr3:197518149-197598341:+
186631	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577749-197577848:+	197577798	LRCH3	chr3:197518149-197598341:+
186632	EKO-NALM6_PMID29038160	RPL17P18	chr3:197577750-197577849:+	197577799	LRCH3	chr3:197518149-197598341:+
186663	EKO-NALM6_PMID29038160	LOC348840	chr3:197785590-197785689:-	197785640	NA	NA
186664	EKO-NALM6_PMID29038160	LOC348840	chr3:197785847-197785946:-	197785897	NA	NA
186665	EKO-NALM6_PMID29038160	LOC348840	chr3:197785880-197785979:-	197785930	NA	NA
186666	EKO-NALM6_PMID29038160	LOC348840	chr3:197791182-197791281:+	197791231	NA	NA
186667	EKO-NALM6_PMID29038160	LOC348840	chr3:197803776-197803875:+	197803825	NA	NA
186668	EKO-NALM6_PMID29038160	LOC348840	chr3:197803797-197803896:-	197803847	NA	NA
186669	EKO-NALM6_PMID29038160	LOC348840	chr3:197804080-197804179:+	197804129	NA	NA
186670	EKO-NALM6_PMID29038160	LOC348840	chr3:197807147-197807246:-	197807197	NA	NA
186671	EKO-NALM6_PMID29038160	LOC348840	chr3:197807246-197807345:-	197807296	NA	NA
186672	EKO-NALM6_PMID29038160	LOC348840	chr3:197807284-197807383:+	197807333	NA	NA
186673	EKO-NALM6_PMID29038160	LOC348840	chr3:197807301-197807400:-	197807351	NA	NA
186674	EKO-NALM6_PMID29038160	FAM157A	chr3:197881723-197881822:+	197881772	NA	NA
186675	EKO-NALM6_PMID29038160	FAM157A	chr3:197881765-197881864:-	197881815	NA	NA
186676	EKO-NALM6_PMID29038160	FAM157A	chr3:197882455-197882554:+	197882504	NA	NA
